0.001,0,30,2,0.707107,-0,0,-0.707107,0,-1,0,0
0.101,0,29.9,2,0.707107,0,0,-0.707107,0,-1,0,100
0.201,0,29.8,2,0.707107,0,0,-0.707107,0,-1,0,200
0.301,0,29.7,2,0.707107,0,0,-0.707107,0,-1,0,300
0.401,0,29.6,2,0.707107,0,0,-0.707107,0,-1,0,400
0.501,0,29.5,2,0.707107,0,0,-0.707107,0,-1,0,500
0.601,0,29.4,2,0.707107,0,0,-0.707107,0,-1,0,600
0.701,0,29.3,2,0.707107,0,0,-0.707107,0,-1,0,700
0.801,0,29.2,2,0.707107,0,0,-0.707107,0,-1,0,800
0.901,0,29.1,2,0.707107,0,0,-0.707107,0,-1,0,900
1.001,0,29,2,0.707107,0,0,-0.707107,0,-1,0,1000
1.101,0,28.9,2,0.707107,0,0,-0.707107,0,-1,0,1100
1.201,0,28.8,2,0.707107,0,0,-0.707107,0,-1,0,1200
1.301,0,28.7,2,0.707107,0,0,-0.707107,0,-1,0,1300
1.401,0,28.6,2,0.707107,0,0,-0.707107,0,-1,0,1400
1.501,0,28.5,2,0.707107,0,0,-0.707107,0,-1,0,1500
1.601,0,28.4,2,0.707107,0,0,-0.707107,0,-1,0,1600
1.701,0,28.3,2,0.707107,0,0,-0.707107,0,-1,0,1700
1.801,0,28.2,2,0.707107,0,0,-0.707107,0,-1,0,1800
1.901,0,28.1,2,0.707107,0,0,-0.707107,0,-1,0,1900
2.001,0,28,2,0.707107,0,0,-0.707107,0,-1,0,2000
2.101,0,27.9,2,0.707107,0,0,-0.707107,0,-1,0,2100
2.201,0,27.8,2,0.707107,0,0,-0.707107,0,-1,0,2200
2.301,0,27.7,2,0.707107,0,0,-0.707107,0,-1,0,2300
2.401,0,27.6,2,0.707107,0,0,-0.707107,0,-1,0,2400
2.501,0,27.5,2,0.707107,0,0,-0.707107,0,-1,0,2500
2.601,0,27.4,2,0.707107,0,0,-0.707107,0,-1,0,2600
2.701,0,27.3,2,0.707107,0,0,-0.707107,0,-1,0,2700
2.801,0,27.2,2,0.707107,0,0,-0.707107,0,-1,0,2800
2.901,0,27.1,2,0.707107,0,0,-0.707107,0,-1,0,2900
3.001,0,27,2,0.707107,0,0,-0.707107,0,-1,0,3000
3.101,0,26.9,2,0.707107,0,0,-0.707107,0,-1,0,3100
3.201,0,26.8,2,0.707107,0,0,-0.707107,0,-1,0,3200
3.301,0,26.7,2,0.707107,0,0,-0.707107,0,-1,0,3300
3.401,0,26.6,2,0.707107,0,0,-0.707107,0,-1,0,3400
3.501,0,26.5,2,0.707107,0,0,-0.707107,0,-1,0,3500
3.601,0,26.4,2,0.707107,0,0,-0.707107,0,-1,0,3600
3.701,0,26.3,2,0.707107,0,0,-0.707107,0,-1,0,3700
3.801,0,26.2,2,0.707107,0,0,-0.707107,0,-1,0,3800
3.901,0,26.1,2,0.707107,0,0,-0.707107,0,-1,0,3900
4.001,0,26,2,0.707107,0,0,-0.707107,0,-1,0,4000
4.101,0,25.9,2,0.707107,0,0,-0.707107,0,-1,0,4100
4.201,0,25.8,2,0.707107,0,0,-0.707107,0,-1,0,4200
4.301,0,25.7,2,0.707107,0,0,-0.707107,0,-1,0,4300
4.401,0,25.6,2,0.707107,0,0,-0.707107,0,-1,0,4400
4.501,0,25.5,2,0.707107,0,0,-0.707107,0,-1,0,4500
4.601,0,25.4,2,0.707107,0,0,-0.707107,0,-1,0,4600
4.701,0,25.3,2,0.707107,0,0,-0.707107,0,-1,0,4700
4.801,0,25.2,2,0.707107,0,0,-0.707107,0,-1,0,4800
4.901,0,25.1,2,0.707107,0,0,-0.707107,0,-1,0,4900
5.001,0,25,2,0.707107,0,0,-0.707107,0,-1,0,5000
5.101,0,24.9,2,0.707107,0,0,-0.707107,0,-1,0,5100
5.201,0,24.8,2,0.707107,0,0,-0.707107,0,-1,0,5200
5.301,0,24.7,2,0.707107,0,0,-0.707107,0,-1,0,5300
5.401,0,24.6,2,0.707107,0,0,-0.707107,0,-1,0,5400
5.501,0,24.5,2,0.707107,0,0,-0.707107,0,-1,0,5500
5.601,0,24.4,2,0.707107,0,0,-0.707107,0,-1,0,5600
5.701,0,24.3,2,0.707107,0,0,-0.707107,0,-1,0,5700
5.801,0,24.2,2,0.707107,0,0,-0.707107,0,-1,0,5800
5.901,0,24.1,2,0.707107,0,0,-0.707107,0,-1,0,5900
6.001,0,24,2,0.707107,0,0,-0.707107,0,-1,0,6000
6.101,0,23.9,2,0.707107,0,0,-0.707107,0,-1,0,6100
6.201,0,23.8,2,0.707107,0,0,-0.707107,0,-1,0,6200
6.301,0,23.7,2,0.707107,0,0,-0.707107,0,-1,0,6300
6.401,0,23.6,2,0.707107,0,0,-0.707107,0,-1,0,6400
6.501,0,23.5,2,0.707107,0,0,-0.707107,0,-1,0,6500
6.601,0,23.4,2,0.707107,0,0,-0.707107,0,-1,0,6600
6.701,0,23.3,2,0.707107,0,0,-0.707107,0,-1,0,6700
6.801,0,23.2,2,0.707107,0,0,-0.707107,0,-1,0,6800
6.901,0,23.1,2,0.707107,0,0,-0.707107,0,-1,0,6900
7.001,0,23,2,0.707107,0,0,-0.707107,0,-1,0,7000
7.101,0,22.9,2,0.707107,0,0,-0.707107,0,-1,0,7100
7.201,0,22.8,2,0.707107,0,0,-0.707107,0,-1,0,7200
7.301,0,22.7,2,0.707107,0,0,-0.707107,0,-1,0,7300
7.401,0,22.6,2,0.707107,0,0,-0.707107,0,-1,0,7400
7.501,0,22.5,2,0.707107,0,0,-0.707107,0,-1,0,7500
7.601,0,22.4,2,0.707107,0,0,-0.707107,0,-1,0,7600
7.701,0,22.3,2,0.707107,0,0,-0.707107,0,-1,0,7700
7.801,0,22.2,2,0.707107,0,0,-0.707107,0,-1,0,7800
7.901,0,22.1,2,0.707107,0,0,-0.707107,0,-1,0,7900
8.001,0,22,2,0.707107,0,0,-0.707107,0,-1,0,8000
8.101,0,21.9,2,0.707107,0,0,-0.707107,0,-1,0,8100
8.201,0,21.8,2,0.707107,0,0,-0.707107,0,-1,0,8200
8.301,0,21.7,2,0.707107,0,0,-0.707107,0,-1,0,8300
8.401,0,21.6,2,0.707107,0,0,-0.707107,0,-1,0,8400
8.501,0,21.5,2,0.707107,0,0,-0.707107,0,-1,0,8500
8.601,0,21.4,2,0.707107,0,0,-0.707107,0,-1,0,8600
8.701,0,21.3,2,0.707107,0,0,-0.707107,0,-1,0,8700
8.801,0,21.2,2,0.707107,0,0,-0.707107,0,-1,0,8800
8.901,0,21.1,2,0.707107,0,0,-0.707107,0,-1,0,8900
9.001,0,21,2,0.707107,0,0,-0.707107,0,-1,0,9000
9.101,0,20.9,2,0.707107,0,0,-0.707107,0,-1,0,9100
9.201,0,20.8,2,0.707107,0,0,-0.707107,0,-1,0,9200
9.301,0,20.7,2,0.707107,0,0,-0.707107,0,-1,0,9300
9.401,0,20.6,2,0.707107,0,0,-0.707107,0,-1,0,9400
9.501,0,20.5,2,0.707107,0,0,-0.707107,0,-1,0,9500
9.601,0,20.4,2,0.707107,0,0,-0.707107,0,-1,0,9600
9.701,0,20.3,2,0.707107,0,0,-0.707107,0,-1,0,9700
9.801,0,20.2,2,0.707107,0,0,-0.707107,0,-1,0,9800
9.901,0,20.1,2,0.707107,0,0,-0.707107,0,-1,0,9900
10.001,0,20,2,0.707107,0,0,-0.707107,0,-1,0,10000
10.101,0,19.9,2,0.707107,0,0,-0.707107,0,-1,0,10100
10.201,0,19.8,2,0.707107,0,0,-0.707107,0,-1,0,10200
10.301,0,19.7,2,0.707107,0,0,-0.707107,0,-1,0,10300
10.401,0,19.6,2,0.707107,0,0,-0.707107,0,-1,0,10400
10.501,0,19.5,2,0.707107,0,0,-0.707107,0,-1,0,10500
10.601,0,19.4,2,0.707107,0,0,-0.707107,0,-1,0,10600
10.701,0,19.3,2,0.707107,0,0,-0.707107,0,-1,0,10700
10.801,0,19.2,2,0.707107,0,0,-0.707107,0,-1,0,10800
10.901,0,19.1,2,0.707107,0,0,-0.707107,0,-1,0,10900
11.001,0,19,2,0.707107,0,0,-0.707107,0,-1,0,11000
11.101,0,18.9,2,0.707107,0,0,-0.707107,0,-1,0,11100
11.201,0,18.8,2,0.707107,0,0,-0.707107,0,-1,0,11200
11.301,0,18.7,2,0.707107,0,0,-0.707107,0,-1,0,11300
11.401,0,18.6,2,0.707107,0,0,-0.707107,0,-1,0,11400
11.501,0,18.5,2,0.707107,0,0,-0.707107,0,-1,0,11500
11.601,0,18.4,2,0.707107,0,0,-0.707107,0,-1,0,11600
11.701,0,18.3,2,0.707107,0,0,-0.707107,0,-1,0,11700
11.801,0,18.2,2,0.707107,0,0,-0.707107,0,-1,0,11800
11.901,0,18.1,2,0.707107,0,0,-0.707107,0,-1,0,11900
12.001,0,18,2,0.707107,0,0,-0.707107,0,-1,0,12000
12.101,0,17.9,2,0.707107,0,0,-0.707107,0,-1,0,12100
12.201,0,17.8,2,0.707107,0,0,-0.707107,0,-1,0,12200
12.301,0,17.7,2,0.707107,0,0,-0.707107,0,-1,0,12300
12.401,0,17.6,2,0.707107,0,0,-0.707107,0,-1,0,12400
12.501,0,17.5,2,0.707107,0,0,-0.707107,0,-1,0,12500
12.601,0,17.4,2,0.707107,0,0,-0.707107,0,-1,0,12600
12.701,0,17.3,2,0.707107,0,0,-0.707107,0,-1,0,12700
12.801,0,17.2,2,0.707107,0,0,-0.707107,0,-1,0,12800
12.901,0,17.1,2,0.707107,0,0,-0.707107,0,-1,0,12900
13.001,0,17,2,0.707107,0,0,-0.707107,0,-1,0,13000
13.101,0,16.9,2,0.707107,0,0,-0.707107,0,-1,0,13100
13.201,0,16.8,2,0.707107,0,0,-0.707107,0,-1,0,13200
13.301,0,16.7,2,0.707107,0,0,-0.707107,0,-1,0,13300
13.401,0,16.6,2,0.707107,0,0,-0.707107,0,-1,0,13400
13.501,0,16.5,2,0.707107,0,0,-0.707107,0,-1,0,13500
13.601,0,16.4,2,0.707107,0,0,-0.707107,0,-1,0,13600
13.701,0,16.3,2,0.707107,0,0,-0.707107,0,-1,0,13700
13.801,0,16.2,2,0.707107,0,0,-0.707107,0,-1,0,13800
13.901,0,16.1,2,0.707107,0,0,-0.707107,0,-1,0,13900
14.001,0,16,2,0.707107,0,0,-0.707107,0,-1,0,14000
14.101,0,15.9,2,0.707107,0,0,-0.707107,0,-1,0,14100
14.201,0,15.8,2,0.707107,0,0,-0.707107,0,-1,0,14200
14.301,0,15.7,2,0.707107,0,0,-0.707107,0,-1,0,14300
14.401,0,15.6,2,0.707107,0,0,-0.707107,0,-1,0,14400
14.501,0,15.5,2,0.707107,0,0,-0.707107,0,-1,0,14500
14.601,0,15.4,2,0.707107,0,0,-0.707107,0,-1,0,14600
14.701,0,15.3,2,0.707107,0,0,-0.707107,0,-1,0,14700
14.801,0,15.2,2,0.707107,0,0,-0.707107,0,-1,0,14800
14.901,0,15.1,2,0.707107,0,0,-0.707107,0,-1,0,14900
15.001,0,15,2,0.707107,0,0,-0.707107,0,-1,0,15000
15.101,0,14.9,2,0.707107,0,0,-0.707107,0,-1,0,15100
15.201,0,14.8,2,0.707107,0,0,-0.707107,0,-1,0,15200
15.301,0,14.7,2,0.707107,0,0,-0.707107,0,-1,0,15300
15.401,0,14.6,2,0.707107,0,0,-0.707107,0,-1,0,15400
15.501,0,14.5,2,0.707107,0,0,-0.707107,0,-1,0,15500
15.601,0,14.4,2,0.707107,0,0,-0.707107,0,-1,0,15600
