$GPGGA,20161126212826125,42.518074,-83.677121,2.81
$GPGGA,0,-1.7806341e-12,0,0
$GPGGA,33,-0.11108443,0.98610306,0
$GPGGA,66,-0.33325329,2.0543814,0
$GPGGA,99,-0.44433773,3.0404844,0
$GPGGA,132,-0.55542219,4.0265875,0
$GPGGA,165,-0.66650659,5.0126905,0
$GPGGA,198,-0.77759105,5.9987936,0
$GPGGA,231,-0.88867545,7.0670719,0
$GPGGA,264,-0.99975991,8.053175,0
$GPGGA,297,-1.2219287,9.039278,0
$GPGGA,330,-1.3330132,10.107556,0
$GPGGA,363,-1.4440976,11.340185,0
$GPGGA,396,-1.5551821,12.490639,0
$GPGGA,429,-1.7773509,13.723268,0
$GPGGA,462,-1.8884354,14.955896,0
$GPGGA,495,-1.9995198,16.188526,0
$GPGGA,528,-2.1106043,17.33898,0
$GPGGA,561,-2.332773,18.571608,0
$GPGGA,594,-2.4438574,19.804237,0
$GPGGA,627,-2.5549419,21.036865,0
$GPGGA,660,-2.6660264,22.269495,0
$GPGGA,693,-2.8881953,23.419949,0
$GPGGA,726,-2.9992797,24.652576,0
$GPGGA,759,-3.1103642,25.885206,0
$GPGGA,792,-3.2214484,27.117834,0
$GPGGA,825,-3.4436173,28.350464,0
$GPGGA,858,-3.5547018,29.500917,0
$GPGGA,891,-3.6657863,30.733545,0
$GPGGA,924,-3.7768707,31.966175,0
$GPGGA,957,-3.9990396,33.198803,0
$GPGGA,990,-4.1101241,34.431431,0
$GPGGA,1023,-4.2212086,35.581886,0
$GPGGA,1056,-4.443377,36.814514,0
$GPGGA,1089,-4.5544615,38.047142,0
$GPGGA,1122,-4.6655459,39.279774,0
$GPGGA,1155,-4.7766304,40.512402,0
$GPGGA,1188,-4.9987993,41.662853,0
$GPGGA,1221,-5.1098838,42.895485,0
$GPGGA,1254,-5.2209682,43.881588,0
$GPGGA,1287,-5.3320527,44.949863,0
$GPGGA,1320,-5.4431372,45.93597,0
$GPGGA,1353,-5.5542216,46.922073,0
$GPGGA,1386,-5.6653061,47.908176,0
$GPGGA,1419,-5.7763906,48.976452,0
$GPGGA,1452,-5.887475,49.962555,0
$GPGGA,1485,-5.9985595,50.948658,0
$GPGGA,1518,-6.1096439,51.934761,0
$GPGGA,1551,-6.2207279,53.00304,0
$GPGGA,1584,-6.3318124,53.989143,0
$GPGGA,1617,-6.4428968,54.975246,0
$GPGGA,1650,-6.5539813,55.961349,0
$GPGGA,1683,-6.6650658,57.029629,0
$GPGGA,1716,-6.7761502,58.015732,0
$GPGGA,1749,-6.8872347,59.001835,0
$GPGGA,1782,-7.1094036,59.987938,0
$GPGGA,1815,-7.1094036,60.974041,0
$GPGGA,1848,-7.3315725,62.04232,0
$GPGGA,1881,-7.442657,63.028423,0
$GPGGA,1914,-7.5537415,64.014526,0
$GPGGA,1947,-7.6648259,65.000626,0
$GPGGA,1980,-7.7759104,66.068909,0
$GPGGA,2013,-7.8869948,67.055008,0
$GPGGA,2046,-7.9980788,68.041115,0
$GPGGA,2079,-8.1091633,69.027214,0
$GPGGA,2112,-8.2202482,70.013321,0
$GPGGA,2145,-8.3313322,71.081596,0
$GPGGA,2178,-8.4424171,72.067703,0
$GPGGA,2211,-8.5535011,73.053802,0
$GPGGA,2244,-8.6645861,74.039909,0
